id,amnt_water,date,sponsor,altitude,installer,longitude,latitude,name,no_private,basin,village,region,region_id,district_id,lga,ward,demand,meeting,recorder,op_mgmnt,op_name,permit,year,e_type,e_type_grp,e_type_class,mgmnt,mgmnt_grp,fee,fee_type,w_quality,quality_grp,w_quantity,quantity_grp,source,source_type,source_class,type,type_grp,status
63881,0,40759,Kkkt,0,KKKT,33.15749212,-8.92880034,Sadick Lunda,0,Lake Rukwa,Shitungulu,Mbeya,12,6,Mbozi,Ruanda,0,TRUE,GeoData Consultants Ltd,VWC,,FALSE,0,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
26453,0,41345,Rc Church,1577,RC CHURCH,37.96530843,-4.21269192,Rc Church,0,Pangani,Kiruka,Kilimanjaro,3,3,Same,Msindo,120,TRUE,GeoData Consultants Ltd,Water authority,Mdando,TRUE,2001,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,non-functional
38158,100,40546,Dhv,224,DWE,37.80363313,-7.03611042,Kwa Rashid Chamkali,0,Wami / Ruvu,Gulioni,Morogoro,5,2,Morogoro Rural,Kisemu,300,TRUE,GeoData Consultants Ltd,VWC,,TRUE,1997,nira/tanira,nira/tanira,handpump,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,non-functional
58453,0,40582,Tasaf,1586,DWE,31.42673072,-8.41233833,Kwa Mzee Linus Fulila,0,Lake Tanganyika,Mbingirwe,Rukwa,15,2,Sumbawanga Rural,Sopa,300,TRUE,GeoData Consultants Ltd,VWC,,FALSE,2009,india mark ii,india mark ii,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,functional
41450,5,41345,Germany Republi,1186,CES,37.2144253,-3.2608641,Kwa Mareck Swai,0,Pangani,Mbweera,Kilimanjaro,3,5,Hai,Machame Uroki,35,TRUE,GeoData Consultants Ltd,Water Board,Uroki-Bomang'ombe water sup,TRUE,1999,gravity,gravity,gravity,water board,user-group,pay per bucket,per bucket,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
64974,0,41224,District Council,0,District council,33.64445244,-5.29725129,Kawisile Senta,0,Internal,Kawisile,Tabora,14,3,Uyui,Kizengi,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,afridev,afridev,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,non-functional
5726,0,21/10/2012,Rwssp,0,DWE,0,-0.00000002,Ushirika,0,Lake Victoria,Manale C,Shinyanga,17,1,Bariadi,Mwaubingi,0,,GeoData Consultants Ltd,WUG,,FALSE,0,afridev,afridev,handpump,wug,user-group,unknown,unknown,unknown,unknown,unknown,unknown,shallow well,shallow well,groundwater,hand pump,hand pump,functional
41695,500,26/3/2011,Unicef,1467,DWE,34.667356,-8.89803234,Kwa Mtende,0,Rufiji,Wehe,Iringa,11,4,Njombe,Ilembula,98,TRUE,GeoData Consultants Ltd,WUA,wanging'ombe supply scheme,TRUE,1978,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
37639,0,19/3/2013,Adb,1157,JANDU PLUMBER CO,36.33713081,-2.86601596,Kwa Daniel,0,Internal,Mangula,Arusha,2,6,Longido,Ketumbeine,750,TRUE,GeoData Consultants Ltd,VWC,,,2005,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,river,river/lake,surface,cattle trough,cattle trough,functional
2040,0,41345,Oxfam,1615,DWE,36.68507554,-3.31737587,Kwa Olegwanani,0,Pangani,Ileza,Arusha,2,2,Arusha Rural,Ilkiding'a,200,TRUE,GeoData Consultants Ltd,VWC,Nabaiye pipe line,TRUE,1998,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe multiple,communal standpipe,functional
51786,20,26/1/2013,Government Of Tanzania,304,Region water Department,38.56005994,-10.1933455,Mzee Chambo,0,Ruvuma / Southern Coast,Temeke,Lindi,8,3,Nachingwea,Namikango,255,TRUE,GeoData Consultants Ltd,VWC,Namikango,FALSE,1979,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,unknown,unknown,dry,dry,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,non-functional
10639,0,24/10/2012,World Vision,0,World vision,32.22303705,-3.28136462,Kasela,0,Lake Tanganyika,Ilujamate,Shinyanga,17,5,Bukombe,Ushirika,0,TRUE,GeoData Consultants Ltd,WUG,,FALSE,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
37415,0,41397,,1506,,34.75078915,-4.54235866,Diwani,0,Internal,Ndughwila,Singida,13,2,Singida Rural,Ughandi,1,TRUE,GeoData Consultants Ltd,VWC,,,1990,afridev,afridev,handpump,vwc,user-group,unknown,unknown,soft,good,dry,dry,machine dbh,borehole,groundwater,hand pump,hand pump,broken
68774,0,29/7/2011,Si,0,SI,31.5964767,-1.79490561,Kwa Paschal,0,Lake Victoria,Bukujungu,Kagera,18,3,Muleba,Kashasha,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,ksb,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,non-functional
16327,0,27/7/2011,World Vision,0,DWE,31.86311938,-1.16800994,Katasheka,0,Lake Victoria,Kilimilile,Kagera,18,2,Bukoba Rural,Kaagya,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,improved spring,improved spring,broken
41486,0,41549,Government Of Tanzania,1390,Community,30.7044204,-3.5635338,Kwaluhaga,0,Lake Tanganyika,Nyamihande,Kigoma,16,1,Kibondo,Misezero,90,TRUE,GeoData Consultants Ltd,VWC,,FALSE,2000,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,improved spring,improved spring,functional
65464,0,23/3/2013,Magadini Makiwaru Water,1120,Magadini Makiwaru wa,37.05074857,-3.28695956,Kwa Rafael Mafie,0,Pangani,Olkolili,Kilimanjaro,3,7,Siha,Siha Kati,1,TRUE,GeoData Consultants Ltd,Water Board,BL Olkolili,TRUE,2003,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
71123,0,17/3/2011,Government Of Tanzania,1011,DWE,38.63430588,-5.02257866,Shuleni Zamani,0,Pangani,Msalai,Tanga,4,3,Muheza,Misalai,600,TRUE,GeoData Consultants Ltd,VWC,Kwevumo mountains sp,FALSE,2008,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe multiple,communal standpipe,non-functional
47072,0,41254,Government Of Tanzania,0,Central government,32.9400406,-5.24771536,Msikitini,0,Lake Tanganyika,Kigamboni,Tabora,14,3,Uyui,Igalula,0,TRUE,GeoData Consultants Ltd,VWC,Ipululu water supply,TRUE,0,mono,mono,motorpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,non-functional
17051,0,27/7/2011,Hesawa,1300,DWE,33.00352365,-2.05341473,Kwalukanaja,0,Lake Victoria,Ujiranimwema,Mwanza,19,1,Ukerewe,Mukituntu,200,TRUE,GeoData Consultants Ltd,,,TRUE,1992,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,other,other,non-functional
42756,0,15/3/2013,,977,,35.84671161,-3.36138305,Kwa Mzee Savimbi,0,Internal,Mlimani Park,Arusha,2,1,Monduli,Esilalei,1,TRUE,GeoData Consultants Ltd,WUA,J,,2000,gravity,gravity,gravity,wua,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
5637,0,17/2/2011,Roman,1531,DWE,35.73624204,-7.79173855,none,0,Rufiji,Malulumo,Iringa,11,1,Iringa Rural,Magulilwa,1,TRUE,GeoData Consultants Ltd,VWC,Tagame,TRUE,2008,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,spring,spring,groundwater,communal standpipe,communal standpipe,functional
52331,0,40697,Government Of Tanzania,396,DWE,38.39097248,-4.5093008,Kwa Adam,0,Pangani,Kilimani,Tanga,4,1,Lushoto,Lunguza,1,TRUE,GeoData Consultants Ltd,VWC,Mlinga streem,TRUE,2002,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
35645,0,18/3/2011,Ded,-23,DW,38.86661004,-6.41804615,Shuleni,0,Wami / Ruvu,Mji Mpya,Pwani,6,1,Bagamoyo,Magomeni,663,TRUE,GeoData Consultants Ltd,Parastatal,,FALSE,2008,nira/tanira,nira/tanira,handpump,parastatal,parastatal,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
47487,0,41335,Tassaf I,1309,TCRS,30.90633077,-3.25483423,Kasuga Primary School,0,Lake Tanganyika,Mjini A,Kigoma,16,1,Kibondo,Kasuga,500,TRUE,GeoData Consultants Ltd,VWC,,FALSE,2007,india mark ii,india mark ii,handpump,vwc,user-group,unknown,unknown,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,non-functional
22659,0,27/10/2012,Dwe,0,DWE,32.1723364,-4.93320563,Mazengo,0,Lake Tanganyika,Mazengo,Tabora,14,4,Urambo,Songambele,0,TRUE,GeoData Consultants Ltd,VWC,Songambele water supply,TRUE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,dry,dry,river,river/lake,surface,hand pump,hand pump,non-functional
71265,0,22/3/2011,Cmsr,0,CMSR,36.09681446,-6.04616249,Manyunya,0,Wami / Ruvu,Nonya,Dodoma,1,4,Chamwino,Chilionwa,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
70482,0,22/1/2013,,1500,,34.56851146,-4.73314915,Jumanne Yusuph,0,Internal,M/Kati,Singida,13,2,Singida Rural,Sepuko,1,TRUE,GeoData Consultants Ltd,VWC,,,1990,other,other,other,vwc,user-group,unknown,unknown,unknown,unknown,dry,dry,shallow well,shallow well,groundwater,other,other,non-functional
46067,0,23/8/2011,Hesawa,0,DWE,33.71140516,-2.76297084,Kwaluhahula,0,Lake Victoria,Nyashimba,Mwanza,19,2,Magu,Nkungulu,0,TRUE,GeoData Consultants Ltd,,,TRUE,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,broken
71875,0,40758,Devon Aid Korogwe,307,DWE,38.56099359,-4.95603342,Kwa Mzee Kasim,0,Pangani,Songea,Tanga,4,2,Korogwe,Kerenge,600,TRUE,GeoData Consultants Ltd,VWC,,FALSE,2008,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,salty,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
12341,450,25/2/2013,Germany Republi,1691,CES,37.20810227,-3.18066313,Kwa Samwel S Swai,0,Pangani,Maanga,Kilimanjaro,3,5,Hai,Machame Magharibi,70,TRUE,GeoData Consultants Ltd,Water Board,Uroki-Bomang'ombe water sup,TRUE,1995,gravity,gravity,gravity,water board,user-group,other,other,soft,good,enough,enough,spring,spring,groundwater,communal standpipe multiple,communal standpipe,functional
73161,500,19/1/2013,Dfid,1478,WATER AID,34.64900255,-4.94039371,Mimboa,0,Internal,Matutu,Singida,13,4,Singida Urban,Mtamaa,146,TRUE,GeoData Consultants Ltd,WUG,,TRUE,2003,nira/tanira,nira/tanira,handpump,wug,user-group,pay monthly,monthly,unknown,unknown,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
20946,0,13/4/2011,Government Of Tanzania,0,Government,33.13824848,-8.63190092,Mayunga,0,Lake Rukwa,Mlimani,Mbeya,12,1,Chunya,Kanga,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,non-functional
10719,5,41366,Ces (gmbh),1195,DWE,37.28005677,-3.25902852,Kwa Fransisca Orasa,0,Pangani,Kyarowi,Kilimanjaro,3,4,Moshi Rural,Kindi,25,TRUE,GeoData Consultants Ltd,Water Board,Lyamungo umbwe water supply,TRUE,2007,gravity,gravity,gravity,water board,user-group,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
41725,0,13/7/2011,He,0,HE,31.60826408,-1.82876436,Kwa Apolian,0,Lake Victoria,Kyasha,Kagera,18,3,Muleba,Ikondo,0,TRUE,GeoData Consultants Ltd,VWC,I,FALSE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,non-functional
44034,0,13/10/2012,Private Individual,0,Individual,33.35926195,-4.01548019,Kwa Juliana,0,Internal,Jineri,Tabora,14,2,Igunga,Choma,0,TRUE,GeoData Consultants Ltd,Water authority,World Bank,FALSE,0,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,salty,salty,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,functional
51307,0,13/3/2013,Tcrs,1689,TCRS,37.1375851,-2.84974408,Kwa Kadogoo,0,Internal,Mshaloni,Arusha,2,6,Longido,Olmolog,50,TRUE,GeoData Consultants Ltd,VWC,Olodwahi water project,TRUE,2000,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,seasonal,seasonal,river,river/lake,surface,communal standpipe,communal standpipe,functional
200,0,41367,Kiliwater,1551,Kiliwater,37.59838182,-3.23172882,Roya Magharibi,0,Pangani,Roya,Kilimanjaro,3,1,Rombo,Keni Mengeni,1,TRUE,GeoData Consultants Ltd,Company,Kwakitau water supply,TRUE,2006,gravity,gravity,gravity,company,commercial,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
72160,0,41488,Rwssp,0,DWE,32.55378678,-3.87499481,Zongomela,0,Lake Victoria,Zongomela,Shinyanga,17,3,Kahama,Zongomera,0,TRUE,GeoData Consultants Ltd,,,TRUE,0,other,other,other,wug,user-group,unknown,unknown,milky,milky,dry,dry,shallow well,shallow well,groundwater,other,other,non-functional
42559,20,41488,Wateraid,1759,WATERAID,35.11127159,-4.14511691,Kwa Silas Hirrary,0,Internal,Maghang Kati,Manyara,21,3,Mbulu,Maghang,182,TRUE,GeoData Consultants Ltd,VWC,OMBASI,TRUE,2006,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,functional
3204,20,24/2/2013,Government Of Tanzania,689,DWE,37.32290282,-3.62059218,Tenkini,0,Pangani,Kiruani C,Manyara,21,4,Simanjiro,Msitu wa Tembo,150,TRUE,GeoData Consultants Ltd,VWC,Msitu wa tembo pipe scheme,TRUE,1975,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,non-functional
39077,20000,41342,Oxfam,1505,DWE,36.6917208,-3.33857962,Kwa Ngetuyaa,0,Pangani,Oltroto,Arusha,2,2,Arusha Rural,Oltroto,300,TRUE,GeoData Consultants Ltd,VWC,Nabaiye pipe line,TRUE,1995,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe multiple,communal standpipe,functional
63372,0,23/7/2011,The People Of Japan,0,JICA,32.73001141,-2.82108685,Mikolani,0,Lake Victoria,Mikolani,Mwanza,19,5,Sengerema,Buyagu,0,TRUE,GeoData Consultants Ltd,VWC,None,TRUE,0,afridev,afridev,handpump,vwc,user-group,never pay,never pay,salty abandoned,salty,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,functional
61395,2500,18/2/2013,Soda,968,DWE,35.41845889,-10.51138232,Kwa Philipo,0,Lake Nyasa,Goriama,Ruvuma,10,2,Songea Rural,Maposeni,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,2005,india mark ii,india mark ii,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump,non-functional
21097,1000,22/2/2011,Roman,1386,Roman,36.13559735,-7.90294119,none,0,Rufiji,Korinto,Iringa,11,7,Kilolo,Ukwega,150,TRUE,GeoData Consultants Ltd,VWC,,TRUE,2008,other,other,other,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,non-functional
7593,0,29/7/2011,Ka,0,KA,31.59246653,-1.79451403,Kashasha B,0,Lake Victoria,Bukujungu,Kagera,18,3,Muleba,Kashasha,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
3057,500,21/3/2011,Co,295,Co,36.99631201,-7.60056184,Kwa Lipapuke,0,Rufiji,Kisiwani,Morogoro,5,1,Kilosa,Kidodi,120,TRUE,GeoData Consultants Ltd,VWC,It,TRUE,2011,gravity,gravity,gravity,wug,user-group,pay when scheme fails,on failure,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
42690,20,40727,District Council,99,DWE,38.89113486,-5.48183122,Kwa Mama Eliza,0,Pangani,Langoni,Tanga,4,5,Pangani,Mikunguni,45,TRUE,GeoData Consultants Ltd,VWC,,FALSE,2001,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,functional
69457,1000,16/2/2013,Danida,472,DANIDA,37.363362,-11.26108619,Msinji,0,Ruvuma / Southern Coast,Ukombozi,Ruvuma,10,1,Tunduru,Mtina,1,TRUE,GeoData Consultants Ltd,VWC,,FALSE,1994,swn 80,swn 80,handpump,vwc,user-group,pay annually,annually,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,functional
37656,1000,22/2/2011,Danida,1865,DWE,35.51022845,-8.34425148,none,0,Rufiji,M,Iringa,11,2,Mufindi,Ihalimba,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,swn 80,swn 80,handpump,vwc,user-group,pay annually,annually,soft,good,enough,enough,hand dtw,borehole,groundwater,hand pump,hand pump,functional
11610,0,30/3/2011,Kkkt,0,KKKT,32.90047547,-9.15457243,Bukuku,0,Lake Rukwa,Namalema,Mbeya,12,6,Mbozi,Ihanda,0,TRUE,GeoData Consultants Ltd,VWC,,FALSE,0,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
22506,300,40636,Is,455,Is,37.07524375,-6.87306214,Kwa Hammis,0,Wami / Ruvu,Nguzosita,Morogoro,5,1,Kilosa,Mabwerebwere,90,TRUE,GeoData Consultants Ltd,VWC,,TRUE,2010,other,other,other,wug,user-group,pay when scheme fails,on failure,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,non-functional
29397,0,24/10/2012,Adb,0,DWE,33.46736589,-3.39888537,Kederya,0,Internal,Ngado,Shinyanga,17,8,Kishapu,Bugoro,0,TRUE,GeoData Consultants Ltd,WUG,,FALSE,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
69738,0,40789,Lvia,0,LVIA,35.86714671,-6.31438177,Philipo,0,Rufiji,Nyerere,Dodoma,1,4,Chamwino,Muungano,0,TRUE,GeoData Consultants Ltd,VWC,Muun,TRUE,0,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,functional
13007,0,14/3/2011,Water,0,Water,36.65279021,-6.71517047,Kati,0,Wami / Ruvu,Kati,Dodoma,1,1,Mpwapwa,Lumuma,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,nira/tanira,nira/tanira,handpump,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,broken
27302,50,21/3/2013,0,11,0,39.18845623,-6.89048468,Gongolo,0,Wami / Ruvu,Mtaa Wa Kitunda Kati,Dar es Salaam,7,2,Ilala,Kitunda,200,,GeoData Consultants Ltd,Parastatal,,FALSE,2010,submersible,submersible,submersible,parastatal,parastatal,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,functional
24418,0,21/1/2013,,1477,,34.61836447,-4.68147487,Juma Kaunda,0,Internal,Magharibi,Singida,13,2,Singida Rural,Irisya,1,TRUE,GeoData Consultants Ltd,VWC,,,1980,afridev,afridev,handpump,vwc,user-group,unknown,unknown,unknown,unknown,dry,dry,machine dbh,borehole,groundwater,other,other,non-functional
61795,0,19/10/2012,Total Land Care,0,Total land care,32.5249823,-4.99745583,Laurence Kimola,0,Lake Tanganyika,Mwimimbiu Magharibi,Tabora,14,3,Uyui,Mabama,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,afridev,afridev,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
52550,0,41489,Government Of Tanzania,1145,DWE,35.81283324,-4.02898715,Tankini,0,Internal,Bulukeri,Manyara,21,1,Babati,Magugu,185,TRUE,GeoData Consultants Ltd,VWC,,TRUE,1964,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
61393,0,24/1/2013,Fini Water,375,Fini Water,38.66664017,-10.27198868,Visimani,0,Ruvuma / Southern Coast,Tankini,Lindi,8,3,Nachingwea,Mnero Miembeni,167,TRUE,GeoData Consultants Ltd,VWC,,FALSE,1988,other,other,other,vwc,user-group,never pay,never pay,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,other,other,non-functional
29302,0,40758,Irish Ai,282,DWE,36.01909924,-8.54289034,Kwamatandula,0,Rufiji,Kalihanya,Morogoro,5,3,Kilombero,Chita,600,TRUE,GeoData Consultants Ltd,,,TRUE,2005,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,non-functional
67357,0,41611,,1276,,36.73933337,-3.42018716,Rosrway Secondary School,0,Pangani,Rosrway,Arusha,2,3,Arusha Rural,Moshono,2350,FALSE,GeoData Consultants Ltd,Water Board,W,,2000,gravity,gravity,gravity,water board,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
57160,0,15/7/2011,Danida,0,Central government,33.780705,-9.58582617,Kwa David Machinga,0,Lake Nyasa,Seko,Mbeya,12,3,Kyela,Katumbasongwe,0,TRUE,GeoData Consultants Ltd,Water authority,Ngana water supplied scheme,TRUE,0,gravity,gravity,gravity,water authority,commercial,pay monthly,monthly,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional
69477,0,15/3/2013,,970,,35.89595011,-3.34392371,Chekechea,0,Internal,Baraka,Arusha,2,1,Monduli,Esilalei,1,FALSE,GeoData Consultants Ltd,WUA,M,,2010,gravity,gravity,gravity,wua,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,non-functional
16868,200,18/4/2011,Cefa,1593,CEFA,35.18405601,-9.23116446,Kwa Piusi Mfugale,0,Rufiji,Mtwanzi,Iringa,11,4,Njombe,Lupembe,30,TRUE,GeoData Consultants Ltd,WUA,matembwe water supply schem,TRUE,1996,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
65126,30,23/1/2013,Government Of Tanzania,81,District Council,39.36882145,-10.29783053,Kwa Turuki,0,Ruvuma / Southern Coast,Ilala,Lindi,80,23,Lindi Rural,Mtama,1,FALSE,GeoData Consultants Ltd,VWC,Nyangao Water Supply,FALSE,2010,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional
63311,0,41192,Dwsp,0,DWE,33.47156288,-3.6132706,Kwa Mzee Kanagana,0,Internal,Majengo,Shinyanga,17,7,Shinyanga Urban,Ibadakuli,0,TRUE,GeoData Consultants Ltd,WUG,,FALSE,0,afridev,afridev,handpump,wug,user-group,unknown,unknown,soft,good,insufficient,insufficient,hand dtw,borehole,groundwater,hand pump,hand pump,functional
23730,0,14/4/2011,Government Of Tanzania,0,Government,33.0190999,-8.61028525,Venance Mungwana,0,Lake Rukwa,Galula A,Mbeya,12,1,Chunya,Galula,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,non-functional
21380,500,16/1/2013,Community,1069,Community,29.70827748,-4.7513862,Kwa Bakari Budaha,0,Lake Tanganyika,Mlege,Kigoma,16,3,Kigoma Rural,Mwandiga,130,TRUE,GeoData Consultants Ltd,VWC,Mkongoro One,TRUE,2012,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,seasonal,seasonal,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional
47669,0,22/1/2013,Government Of Tanzania,1144,DWE,30.38060681,-4.62964488,Sokoni,0,Lake Tanganyika,Chekenya,Kigoma,16,2,Kasulu,Ruhita,640,TRUE,GeoData Consultants Ltd,Water authority,,FALSE,2009,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
29825,0,20/10/2012,World Vision,0,DWE,32.94385855,-4.16045717,Muungano,0,Internal,Kishiri,Tabora,14,1,Nzega,Uduka,0,TRUE,GeoData Consultants Ltd,WUG,,FALSE,0,nira/tanira,nira/tanira,handpump,wug,user-group,pay when scheme fails,on failure,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
25768,0,18/2/2011,Government Of Tanzania,1769,Gover,35.73646441,-8.05693471,none,0,Rufiji,Njipanda,Iringa,11,7,Kilolo,Ukumbi,600,TRUE,GeoData Consultants Ltd,VWC,Kitowo,TRUE,1984,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,dry,dry,river,river/lake,surface,communal standpipe,communal standpipe,non-functional
45772,0,21/1/2013,Dwsp,0,DWE,0,-0.00000002,Imalamakoye,0,Lake Victoria,Nyamilana B,Shinyanga,17,1,Bariadi,Zagayu,0,TRUE,GeoData Consultants Ltd,WUG,,FALSE,0,nira/tanira,nira/tanira,handpump,wug,user-group,other,other,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,broken
