id,amnt_water,date,sponsor,altitude,installer,longitude,latitude,name,basin,village,region,region_id,district_id,lga,ward,demand,meeting,recorder,op_mgmnt,op_name,permit,year,e_type,e_type_grp,e_type_class,mgmnt,mgmnt_grp,fee,fee_type,w_quality,quality_grp,w_quantity,quantity_grp,source,source_type,source_class,type,type_grp,status
46323,0,30/7/2011,Cspd,0,Sengerema Water Department,32.52746509,-2.58628809,Kwa Magh'Olo,Lake Victoria,Kagaga,Mwanza,19,5,Sengerema,Nyanzenda,0,TRUE,GeoData Consultants Ltd,VWC,CSPD,TRUE,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,salty abandoned,salty,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump,functional
72570,0,24/3/2011,Amref,67,AMREF,39.17802771,-7.15303565,Bomba La Kijiji,Wami / Ruvu,Magoza,Pwani,6,4,Mkuranga,Mkuranga,400,TRUE,GeoData Consultants Ltd,VWC,,FALSE,2007,india mark ii,india mark ii,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
26496,0,41335,Oldonyolengai,2064,OLDONYOLENGAI,35.41617278,-4.0080551,Kwa Teo Paulin,Internal,Hedesh,Manyara,21,3,Mbulu,Tumati,182,TRUE,GeoData Consultants Ltd,VWC,,TRUE,1995,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,improved spring,improved spring,non-functional
27548,0,40762,Oxfarm,0,DWE,31.17462606,-1.57586197,Kwa Amosi,Lake Victoria,Rwendojo,Kagera,18,1,Karagwe,Bugene,0,TRUE,GeoData Consultants Ltd,VWC,Rwamgurusi water,TRUE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,non-functional
20824,6,41337,Ces(gmbh),786,DWE,37.42018073,-3.38076804,Kwa Mzee Issa Kichawele,Pangani,Pumoni B,Kilimanjaro,3,4,Moshi Rural,Kirua Vunjo Kusini,100,TRUE,GeoData Consultants Ltd,Water Board,Kirua kahe gravity water supply trust,TRUE,2008,gravity,gravity,gravity,water board,user-group,pay per bucket,per bucket,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
40427,0,24/1/2013,Fw,340,FW,38.53662232,-10.70236514,Nkondachau,Ruvuma / Southern Coast,Maleta,Mtwara,90,33,Masasi,Namatutwe,1,TRUE,GeoData Consultants Ltd,VWC,,TRUE,1975,nira/tanira,nira/tanira,handpump,vwc,user-group,unknown,unknown,soft,good,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump,non-functional
26565,0,29/7/2011,Danida,0,Central government,33.95846486,-9.50403778,Kwa Akutenda Mwaipopo,Lake Nyasa,Iringa,Mbeya,12,3,Kyela,Lusungo,0,TRUE,GeoData Consultants Ltd,VWC,Ngamanga water supplied sch,TRUE,0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
795,0,40884,,0,,33.80804386,-9.13630715,Kwa Mzee Andwilile,Lake Nyasa,Ipuguso,Mbeya,12,4,Rungwe,Lutebe,0,TRUE,GeoData Consultants Ltd,VWC,N,,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
45881,0,41580,Ministry Of Water,1221,Idara ya maji,34.84180183,-6.08550347,Kwa Mika Loya,Rufiji,Chidamsulu A,Singida,13,3,Manyoni,Chikola,500,FALSE,GeoData Consultants Ltd,VWC,Chikola water supply,FALSE,1975,mono,mono,motorpump,vwc,user-group,never pay,never pay,salty,salty,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,non-functional
66308,0,41367,Government Of Tanzania,1739,DWE,36.69376396,-3.29808751,Kwa Fundi,Pangani,Olumeri,Arusha,2,2,Arusha Rural,Ilkiding'a,200,TRUE,GeoData Consultants Ltd,VWC,Timbolo sambasha TPRI pipe line,TRUE,1990,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
66050,0,15/4/2011,,0,,33.8603793,-8.67273807,Kwa Mzee Deuli,Rufiji,Nengelese,Mbeya,12,7,Mbarali,Utengule Usangu,0,TRUE,GeoData Consultants Ltd,WUA,,FALSE,0,gravity,gravity,gravity,wua,user-group,never pay,never pay,soft,good,seasonal,seasonal,river,river/lake,surface,communal standpipe,communal standpipe,functional
57162,0,29/1/2013,Father Bonifasi,319,Ndanda missions,38.99433225,-10.3292929,Mwambi,Ruvuma / Southern Coast,Kitunda,Lindi,80,53,Ruangwa,Malolo,560,TRUE,GeoData Consultants Ltd,VWC,Michenga,TRUE,1998,submersible,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,non-functional
14371,0,40636,Nethalan,339,RWE,37.58612024,-6.16079825,Kwa Biti Kombo,Wami / Ruvu,Sungaji,Morogoro,5,6,Mvomero,Sungaji,1,TRUE,GeoData Consultants Ltd,VWC,Divue ri,TRUE,1977,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,non-functional
25096,0,40547,,0,,33.2888877,-9.4854776,Kwa Kapange,Lake Nyasa,Isimike,Mbeya,12,5,Ileje,Bupigu,0,TRUE,GeoData Consultants Ltd,VWC,,FALSE,0,gravity,gravity,gravity,vwc,user-group,unknown,unknown,unknown,unknown,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe,non-functional
40214,0,40671,Government Of Tanzania,0,Government,33.56289957,-2.52522643,Kwa Stelia Kahabi,Lake Victoria,Sayaka Mashariki,Mwanza,19,2,Magu,Lubugo,0,TRUE,GeoData Consultants Ltd,VWC,Nyaluhande,TRUE,0,mono,mono,motorpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,non-functional
20568,500,41334,Tassaf,1193,Community,36.93048816,-3.3572207,Yohana,Pangani,K/Center,Arusha,2,7,Meru,Maji ya Chai,120,TRUE,GeoData Consultants Ltd,VWC,Maji ya Chai gravity water supply,FALSE,2008,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,seasonal,seasonal,river,river/lake,surface,communal standpipe,communal standpipe,functional
2536,0,23/1/2013,Finw,315,FinW,39.54808787,-10.68292247,Shuleni,Ruvuma / Southern Coast,Umoja,Mtwara,9,4,Tandahimba,Lyenje,420,TRUE,GeoData Consultants Ltd,Water Board,Borehole,TRUE,1982,submersible,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,functional
67291,0,30/3/2013,Government Of Tanzania,1465,Government,37.57725889,-3.27803495,Mwika Sokoni,Pangani,Machame,Kilimanjaro,3,4,Moshi Rural,Mwika Kusini,1,TRUE,GeoData Consultants Ltd,WUA,Mtiro pipeline,TRUE,2000,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe multiple,communal standpipe,functional
54348,0,27/7/2011,,0,,33.5342123,-9.17215037,Kwa Omali,Lake Nyasa,Ilongovoto,Mbeya,12,4,Rungwe,Kiwira,0,TRUE,GeoData Consultants Ltd,VWC,K,,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional
65111,0,41253,Resolute Mining,0,Consulting Engineer,33.20008677,-4.05508277,Shuleni,Internal,Isanga,Tabora,14,1,Nzega,Lusu,0,FALSE,GeoData Consultants Ltd,VWC,,FALSE,0,india mark ii,india mark ii,handpump,vwc,user-group,never pay,never pay,salty,salty,enough,enough,dam,dam,surface,hand pump,hand pump,non-functional
8084,0,40850,Amref,-31,AMREF,39.34034161,-7.157605,Kisima Cha Pampu Payo,Wami / Ruvu,Payo,Pwani,6,4,Mkuranga,Mbezi,1,TRUE,GeoData Consultants Ltd,VWC,,FALSE,2004,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,salty,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
64120,0,13/7/2011,Ru,1552,DWE,31.03161199,-7.49553903,Kwa Kasoma,Lake Tanganyika,Sheli,Rukwa,15,3,Nkasi,Namanyere,1,,GeoData Consultants Ltd,VWC,,FALSE,1990,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,other,other,non-functional
36323,0,27/2/2013,Kiliwater,1700,Kiliwater,37.57358837,-3.03654634,Kwa Wilhelim,Internal,Msangai Kati,Kilimanjaro,3,1,Rombo,Nanjara Reha,1,TRUE,GeoData Consultants Ltd,Company,EKTM 3 water supply,TRUE,2010,gravity,gravity,gravity,company,commercial,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,non-functional
35718,0,25/10/2012,Government Of Tanzania,0,DWE,32.9490814,-3.98851059,Mwansato,Internal,Mwansato,Tabora,14,1,Nzega,Mwamala,0,FALSE,GeoData Consultants Ltd,VWC,,FALSE,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,non-functional
34036,0,41610,Netherlands,0,DWE,33.51615323,-3.2253768,Chamwino,Lake Victoria,Gumali,Shinyanga,17,2,Maswa,Badi,0,TRUE,GeoData Consultants Ltd,WUG,,FALSE,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump,non-functional
63998,0,40578,Kwamdulu Estate,0,Kwamdulu estate,38.47891098,-5.2187007,Kwenye Mikonge,Pangani,Kwamdulu,Tanga,4,2,Korogwe,Korogwe,1930,TRUE,GeoData Consultants Ltd,Company,,TRUE,1978,other,other,other,company,commercial,never pay,never pay,soft,good,seasonal,seasonal,dam,dam,surface,other,other,functional
13430,0,41337,Adra,1295,Adra /Community,36.936484,-3.34078638,Jonasi,Pangani,Kati,Arusha,2,7,Meru,Kikatiti,120,TRUE,GeoData Consultants Ltd,VWC,Maambreni gravity water supply,TRUE,2002,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,non-functional
17382,0,20/3/2011,Government Of Tanzania,1177,RWE,38.4287281,-5.00102219,Kinyamankaa,Pangani,Kinyamankaa,Tanga,4,2,Korogwe,Dindira,350,TRUE,GeoData Consultants Ltd,VWC,Sakale water supply,FALSE,1971,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe multiple,communal standpipe,functional
17795,6,41341,Ces(gmbh),1323,DWE,37.45285793,-3.32680298,Kwa Michael Karia,Pangani,Yamu Kati,Kilimanjaro,3,4,Moshi Rural,Kirua Vunjo Kusini,20,TRUE,GeoData Consultants Ltd,Water Board,Kirua kahe gravity water supply trust,TRUE,2008,gravity,gravity,gravity,water board,user-group,pay per bucket,per bucket,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
51132,0,41339,Adra,1364,Adra/Community,36.87720704,-3.31891657,Bonifathio Elia,Pangani,Mamuna,Arusha,2,7,Meru,Maji ya Chai,120,TRUE,GeoData Consultants Ltd,VWC,Maambreni gravity water supply,TRUE,2002,gravity,gravity,gravity,vwc,user-group,unknown,unknown,fluoride,fluoride,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,non-functional
46621,500,21/3/2011,World Bank,139,World,37.95318651,-7.06367364,Kwa Pera,Wami / Ruvu,Pamvi,Morogoro,5,2,Morogoro Rural,Tununguo,135,TRUE,GeoData Consultants Ltd,VWC,,TRUE,1999,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,unknown,unknown,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump,non-functional
65121,0,40789,African,339,Kuwait,37.61248566,-6.13663919,Kwa Henrry,Wami / Ruvu,Bwagala,Morogoro,5,6,Mvomero,Diongoya,30,TRUE,GeoData Consultants Ltd,VWC,,TRUE,2010,submersible,submersible,submersible,vwc,user-group,never pay,never pay,salty,salty,dry,dry,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,non-functional
3640,20,18/3/2013,Government Of Tanzania,1021,DWE,36.80385679,-3.47678927,Kwa Alex,Pangani,Marurani Juu,Arusha,2,2,Arusha Rural,Nduruma,100,TRUE,GeoData Consultants Ltd,VWC,Machumba estate pipe line,TRUE,2000,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,non-functional
46920,0,17/1/2013,World Vision,0,World Vision,32.37544886,-3.3146028,Mshikamano,Lake Tanganyika,Nyamagula,Shinyanga,17,3,Kahama,Bugarama,0,TRUE,GeoData Consultants Ltd,,,TRUE,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,milky,milky,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
22402,200,27/2/2011,Twe,2171,TWE,34.47702934,-9.61093958,none,Lake Nyasa,Ichimbo,Iringa,11,4,Njombe,Matola,8,TRUE,GeoData Consultants Ltd,VWC,Kidabu,FALSE,2008,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,broken
35778,0,13/3/2011,Omar Ally,-13,Omar Ally,38.97441554,-5.42082294,Kwa Omar Ally,Pangani,Sokoni,Tanga,4,5,Pangani,Pangani Mashariki,1000,FALSE,GeoData Consultants Ltd,Private operator,,FALSE,2005,other,other,other,private operator,commercial,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,other,other,non-functional
2583,0,27/10/2012,Government Of Tanzania,1205,Government,33.78116775,-1.70591715,Kwa Mzee Mstapha,Lake Victoria,Mifugo,Mara,20,3,Musoma Rural,Buruma,320,,GeoData Consultants Ltd,VWC,,TRUE,1985,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,lake,river/lake,surface,communal standpipe,communal standpipe,non-functional
28856,500,27/1/2013,Government Of Tanzania,1476,DWE,30.18893849,-4.39288866,Kwa Ashibeli,Lake Tanganyika,Nyamusanza A,Kigoma,16,2,Kasulu,Nyamnyusi,235,TRUE,GeoData Consultants Ltd,Water authority,KSLU07376,TRUE,2008,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
49076,2000,40727,Idydc,1276,IDYDC,36.20873761,-7.82662996,none,Rufiji,Wotalisoli,Iringa,11,7,Kilolo,Udekwa,200,TRUE,GeoData Consultants Ltd,VWC,,TRUE,2009,india mark ii,india mark ii,handpump,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,functional
22457,50,41457,Unicef,115,Unisef,40.11427667,-10.44928033,Shuleni,Ruvuma / Southern Coast,Shuleni,Mtwara,99,1,Mtwara Rural,Nanguruwe,300,TRUE,GeoData Consultants Ltd,VWC,Mbawala chini water supply,TRUE,1988,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,functional
29642,0,20/10/2012,Dwssp,0,DWE,33.41152765,-3.43871333,Kwa Kaka,Internal,Miandu Ya Ng'Ombe,Shinyanga,17,8,Kishapu,Bubiki,0,TRUE,GeoData Consultants Ltd,WUG,,FALSE,0,other,other,other,wug,user-group,unknown,unknown,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,non-functional
40093,3000,17/3/2011,Roman,2111,DWE,34.73209233,-9.71009025,none,Lake Nyasa,Manga Juu,Iringa,11,5,Ludewa,Madilu,125,TRUE,GeoData Consultants Ltd,VWC,Roman,FALSE,2000,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
20098,10,41342,Giz,786,KILI WATER,37.46993801,-3.39155475,Kwa Adam Assey,Pangani,Kati Juu,Kilimanjaro,3,4,Moshi Rural,Kirua Vunjo Kusini,60,TRUE,GeoData Consultants Ltd,WUA,Uchira water users association,TRUE,2001,gravity,gravity,gravity,wua,user-group,pay per bucket,per bucket,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
42491,0,41338,I.E.C,1319,I.E.C,36.96414702,-3.34740782,Iec Sakila,Pangani,Ulkusare,Arusha,2,7,Meru,Kikatiti,250,TRUE,GeoData Consultants Ltd,WUA,,FALSE,2004,submersible,submersible,submersible,wua,user-group,unknown,unknown,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,functional
3328,0,27/2/2011,Government Of Tanzania,30,Ce,38.67500341,-6.40813861,Kilimahewa,Wami / Ruvu,Fukayosi,Pwani,6,1,Bagamoyo,Kiwangwa,60,TRUE,GeoData Consultants Ltd,VWC,Fukayosi Wate,FALSE,1978,ksb,submersible,submersible,vwc,user-group,never pay,never pay,coloured,colored,insufficient,insufficient,dam,dam,surface,communal standpipe,communal standpipe,non-functional
11087,200,22/2/2011,Bank,2501,Commu,34.02816938,-9.14435762,none,Lake Nyasa,Msumbiji,Iringa,11,3,Makete,Kitulo,0,TRUE,GeoData Consultants Ltd,VWC,Nkenja,FALSE,2008,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
44298,5000,29/1/2013,Rudep,1168,Distri,32.00996424,-6.77156069,Kwa Mama Wa Biso,Lake Rukwa,Lembeli,Rukwa,15,1,Mpanda,Inyonga,70,TRUE,GeoData Consultants Ltd,VWC,,TRUE,1988,india mark ii,india mark ii,handpump,vwc,user-group,pay annually,annually,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump,functional
63215,0,16/10/2012,Dwe,0,DWE,31.82346675,-5.08131248,Kwa Mzee Matwe,Lake Tanganyika,Isanjandugu Mashariki,Tabora,14,4,Urambo,Ushokola,0,TRUE,GeoData Consultants Ltd,VWC,,FALSE,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
22015,500,22/3/2011,Unicef,1483,DWE,34.70424193,-8.88142782,Kwa Hezironi Mpiks,Rufiji,Igominyi,Iringa,11,4,Njombe,Ilembula,35,TRUE,GeoData Consultants Ltd,VWC,Wangingombe gravity Scheme,FALSE,1984,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
44471,0,23/2/2013,Amref,225,Amref,39.84097232,-10.49233185,Kwa Njopa,Ruvuma / Southern Coast,Umoja,Mtwara,99,1,Mtwara Rural,Mnima,400,TRUE,GeoData Consultants Ltd,,Mkutimango water supply,TRUE,2012,mono,mono,motorpump,unknown,unknown,unknown,unknown,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,non-functional
1138,0,23/3/2011,Dhv,294,RWE,36.85335621,-7.95549267,Kwamakukila,Rufiji,Tazara,Morogoro,5,3,Kilombero,Kiberege,400,TRUE,GeoData Consultants Ltd,,,TRUE,1984,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,non-functional
48429,0,41253,Quick Win Project /council,0,Quick win project,32.51769908,-4.80177434,Kahindule,Lake Tanganyika,Kasega,Tabora,14,3,Uyui,Ibiri,0,,GeoData Consultants Ltd,VWC,,TRUE,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,other,other,non-functional
43011,0,16/3/2011,Dhv,275,DWE,36.0332745,-8.82720725,Shuleni,Rufiji,Idenge,Morogoro,5,4,Ulanga,Biro,700,TRUE,GeoData Consultants Ltd,,,TRUE,1967,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,coloured,colored,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,broken
8973,0,15/7/2011,Government Of Tanzania,0,DWE,30.99377622,-1.68948152,Kwabagaicha,Lake Victoria,Nyamitoko,Kagera,18,1,Karagwe,Kiruruma,0,TRUE,GeoData Consultants Ltd,VWC,Nyamitoko  water,TRUE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,non-functional
5387,0,41253,Rwssp,0,DWE,32.50271398,-4.14702706,Mkuyuni,Lake Tanganyika,Bugila,Shinyanga,17,3,Kahama,Kisuke,0,,GeoData Consultants Ltd,,,TRUE,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
66346,1000,40577,Danida,1649,DANID,35.60715615,-7.88382551,none,Rufiji,Isimila,Iringa,11,1,Iringa Rural,Mseke,1,TRUE,GeoData Consultants Ltd,VWC,Meseke,TRUE,1984,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
56856,0,40702,Kkkt,0,KKKT,32.82852893,-8.81782273,Gilbert,Lake Rukwa,Shambwe,Mbeya,12,6,Mbozi,Itaka,0,FALSE,GeoData Consultants Ltd,VWC,,FALSE,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump,non-functional
57831,0,15/7/2011,Tasaf,0,DWE,32.89597856,-8.96593966,John Mkisi,Lake Rukwa,Itepula Kati,Mbeya,12,6,Mbozi,Igamba,0,TRUE,GeoData Consultants Ltd,VWC,,FALSE,0,india mark ii,india mark ii,handpump,vwc,user-group,pay annually,annually,soft,good,enough,enough,hand dtw,borehole,groundwater,hand pump,hand pump,functional
70237,0,17/1/2013,Fini Water,425,Fini Water,37.90616008,-10.4286124,Bombani,Ruvuma / Southern Coast,Ikula,Lindi,8,3,Nachingwea,Kiegei,320,TRUE,GeoData Consultants Ltd,VWC,,FALSE,1985,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,salty,salty,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump,functional
51058,0,21/1/2013,African Development Bank,1645,DWE,29.74706567,-4.49556758,Kamsasa,Lake Tanganyika,Msasa,Kigoma,16,3,Kigoma Rural,Mkigo,156,FALSE,GeoData Consultants Ltd,VWC,Quick wins Program,TRUE,2009,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,improved spring,improved spring,functional
28807,5,41344,Germany Republi,1137,CES,37.25099657,-3.26979923,Kwa Augustne Mlai,Pangani,Sereni,Kilimanjaro,3,5,Hai,Machame Mashariki,120,TRUE,GeoData Consultants Ltd,Water Board,Lyamungo-Umbwe water supply,TRUE,1999,gravity,gravity,gravity,water board,user-group,pay per bucket,per bucket,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,non-functional
63338,0,18/7/2011,The People Of Japan,0,JICA,32.69488725,-2.9677012,Shija,Lake Victoria,Sota,Mwanza,19,5,Sengerema,Igalula,0,TRUE,GeoData Consultants Ltd,VWC,None,TRUE,0,other - swn 81,other handpump,handpump,vwc,user-group,never pay,never pay,salty abandoned,salty,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,functional
27235,0,27/9/2011,Bs,0,KA,31.48143789,-2.03996817,Kwa Nyinabarong,Lake Victoria,Kikoro,Kagera,18,3,Muleba,Kasharunga,0,FALSE,GeoData Consultants Ltd,,,FALSE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,improved spring,improved spring,non-functional
18816,0,22/7/2011,Tasaf,0,DWE,33.75756229,-9.52447356,Kwa Joseph Kandonga,Lake Nyasa,Kanyasi,Mbeya,12,3,Kyela,Busole,0,TRUE,GeoData Consultants Ltd,VWC,Lema water supplied scheme,TRUE,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,hand dtw,borehole,groundwater,hand pump,hand pump,functional
51977,50,18/1/2013,Jica,61,DWE,39.36126835,-9.17829776,Zahanati,Ruvuma / Southern Coast,Kiwawa,Lindi,80,13,Kilwa,Mandawa,360,TRUE,GeoData Consultants Ltd,VWC,Kiwawa water supply,TRUE,2004,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,functional
8140,0,40762,Kkkt,0,KKKT,33.01860973,-9.24457703,Mpanda Shuleni,Lake Nyasa,Mpanda Kati,Mbeya,12,6,Mbozi,Nyimbili,0,TRUE,GeoData Consultants Ltd,VWC,,FALSE,0,other,other,other,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,non-functional
32994,0,21/7/2011,Hifab,0,Hesawa,33.42760993,-2.93809756,Pandekichiza,Lake Victoria,Pandekichiza,Mwanza,19,4,Kwimba,Malya,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,functional
43031,20,14/2/2013,World Bank,1287,Gold star,34.84974233,-5.73559986,Kwa Mohamed Maurid,Internal,Mwanzi,Singida,13,3,Manyoni,Manyoni,450,TRUE,GeoData Consultants Ltd,VWC,Mradi wa Maji mwanzi,TRUE,2008,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,salty,salty,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,non-functional
70685,0,23/7/2011,Cocen,0,DWE,30.88213762,-1.53600032,Kwamurinda,Lake Victoria,Isingiro,Kagera,18,1,Karagwe,Nkwenda,0,TRUE,GeoData Consultants Ltd,,,TRUE,0,india mark ii,india mark ii,handpump,vwc,user-group,pay annually,annually,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
65695,0,27/3/2011,Nethalan,573,RWE,37.54744794,-6.97769227,Kwa Kimuli,Wami / Ruvu,Gudugudu,Morogoro,5,6,Mvomero,Mlali,1,TRUE,GeoData Consultants Ltd,VWC,,TRUE,1980,other,other,other,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,shallow well,shallow well,groundwater,other,other,non-functional
42218,0,41365,Government Of Tanzania,1377,Government,37.55928551,-3.28735755,Kwa Venseslaus Kale,Pangani,Mengeni,Kilimanjaro,3,4,Moshi Rural,Mwika Kusini,1,TRUE,GeoData Consultants Ltd,WUA,Matala pipeline,TRUE,1970,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,non-functional
23732,0,23/7/2011,Unicef,0,UNICEF,30.54632052,-2.8228908,Mumasiga No 6,Lake Victoria,Mumasiga,Kagera,18,30,Ngara,Bugarama,0,TRUE,GeoData Consultants Ltd,VWC,,FALSE,0,india mark ii,india mark ii,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
